order_id,customer_id,product_id,quantity,price,order_date
5337,1,31,3,43.55,2023-03-12
1547,5,32,8,29.98,2022-12-06
5996,2,11,9,99.78,2023-05-05
5181,10,11,6,76.89,2022-09-24
1901,10,43,10,91.06,2023-04-22
3598,7,4,6,39.0,2022-11-10
5919,4,1,4,26.3,2023-04-10
3710,5,21,3,79.49,2022-10-09
9233,5,24,8,42.94,2023-02-10
3525,1,34,5,35.22,2022-06-21
2768,4,50,8,44.74,2023-01-05
5788,6,39,4,76.75,2022-06-09
6918,2,19,2,24.89,2022-06-27
2516,5,5,5,44.95,2022-10-12
8072,2,26,9,46.76,2023-05-25
3986,8,1,7,81.4,2023-03-06
1478,7,5,5,15.19,2022-08-01
2718,7,23,6,24.51,2022-06-01
9526,4,28,8,47.4,2022-06-15
2272,10,26,5,65.53,2022-09-11
7522,8,26,4,90.57,2022-12-30
4439,7,46,7,16.6,2022-08-18
3692,7,34,8,66.51,2022-09-15
3691,8,49,10,20.43,2023-04-24
2934,7,1,5,47.03,2022-06-30
8598,5,36,7,75.37,2022-12-30
7044,7,22,10,72.81,2022-08-28
1386,3,42,1,38.31,2023-01-07
1671,2,32,8,82.63,2022-08-25
1623,6,27,1,96.85,2022-09-26
7845,10,42,4,84.74,2023-02-17
4005,6,39,6,43.55,2022-07-27
9597,1,33,1,78.88,2022-10-04
4440,1,35,1,24.37,2023-03-01
3062,9,2,1,77.66,2023-04-10
5346,7,15,4,72.22,2023-02-24
1102,8,9,4,44.04,2022-10-13
5800,8,33,3,42.18,2022-11-26
2039,8,33,10,21.11,2023-01-21
2239,7,12,3,69.08,2023-01-26
2773,8,13,4,82.12,2022-06-15
7843,5,45,10,70.21,2022-07-09
4745,5,19,9,23.65,2022-09-26
7574,8,19,9,73.08,2022-11-30
5094,8,15,10,28.65,2022-12-06
1524,5,25,3,85.19,2022-11-26
7605,1,46,10,49.87,2023-05-12
9721,4,36,7,61.64,2022-08-17
9086,4,5,4,12.0,2023-03-20
9739,1,5,3,64.84,2023-03-14
6386,8,9,6,11.31,2022-12-20
6157,9,30,10,55.13,2023-02-27
7036,2,2,7,86.05,2023-04-27
2300,6,16,1,80.31,2023-04-26
7896,10,45,10,75.79,2022-11-25
9093,3,9,1,93.2,2022-06-30
2295,5,20,6,97.67,2022-10-04
4450,2,11,5,51.7,2023-02-22
5727,3,5,7,99.16,2023-03-05
3688,8,49,6,31.1,2022-07-15
4858,6,50,6,29.5,2022-07-31
2209,2,15,7,26.27,2022-08-19
8326,2,26,7,17.03,2022-11-14
6713,1,36,7,52.44,2022-06-05
2644,4,21,6,28.87,2022-06-16
1306,10,19,7,81.47,2023-01-03
4621,9,4,5,68.12,2022-08-11
6589,6,39,6,89.47,2023-03-17
9873,1,45,6,76.82,2022-06-23
1733,5,8,9,52.73,2022-07-28
7694,3,4,9,58.61,2022-09-25
5915,7,15,7,63.44,2022-12-06
7083,4,37,6,71.27,2023-04-29
1596,1,8,5,87.77,2022-12-09
9897,10,3,9,22.76,2023-05-04
5530,7,3,5,89.23,2023-05-03
8395,5,29,5,97.68,2023-03-22
9922,10,19,6,51.9,2022-07-04
7162,5,26,5,25.16,2022-11-20
8297,7,27,6,43.01,2023-04-28
7893,5,15,4,85.43,2022-09-26
9588,8,3,4,55.38,2023-01-07
1007,4,41,5,63.34,2022-10-08
4708,8,23,1,44.27,2022-08-16
1068,2,38,4,57.68,2023-05-17
5696,10,21,1,51.39,2023-04-12
6219,1,23,10,78.93,2023-02-02
6218,8,21,5,85.91,2022-06-24
6540,10,44,8,15.61,2022-09-19
9706,7,11,3,11.78,2022-10-05
2003,3,39,3,94.4,2023-02-15
1842,10,39,2,30.59,2023-01-28
8366,1,31,9,32.02,2022-07-01
7087,3,47,2,80.06,2023-04-23
1949,2,36,3,20.1,2023-02-22
1462,9,50,2,39.2,2023-03-24
7088,5,39,8,36.11,2023-02-24
1579,4,25,3,69.12,2022-08-01
2321,4,8,3,28.01,2023-03-16
4724,7,20,9,34.17,2023-05-21
5710,6,33,10,21.43,2022-09-27
4256,6,7,8,98.0,2022-11-08
8413,3,6,2,73.0,2022-12-24
6521,3,6,10,41.22,2022-08-10
1105,5,29,10,41.5,2023-04-19
4559,5,26,2,83.56,2022-07-09
9160,6,40,4,25.98,2022-11-21
2158,8,11,9,94.08,2023-03-26
8515,4,41,7,47.02,2022-12-05
8816,7,9,3,86.81,2022-10-19
9036,4,35,5,34.23,2022-11-19
8403,2,50,1,46.98,2022-07-15
1306,10,45,2,51.79,2022-10-22
4843,6,21,5,56.16,2022-09-03
6593,7,38,4,33.23,2023-02-12
9321,4,45,1,50.44,2023-04-27
1073,10,37,5,92.83,2023-05-07
2883,3,44,10,92.61,2022-08-25
3497,9,35,6,45.91,2022-08-05
8468,9,14,7,72.33,2023-02-15
3922,9,23,6,47.85,2022-07-05
4190,10,32,7,24.46,2022-11-18
1102,7,11,3,18.41,2022-08-12
8043,1,44,7,25.36,2022-12-22
3317,7,44,5,91.11,2022-06-12
9244,7,26,7,48.62,2023-02-20
9383,9,11,3,21.61,2023-01-26
3608,2,8,8,84.48,2022-07-25
8251,9,45,8,27.27,2022-09-14
8483,10,8,5,96.52,2023-05-26
8473,7,44,6,69.53,2022-12-26
3825,9,26,9,74.6,2023-01-18
7025,2,2,5,14.21,2023-05-12
9222,8,2,2,69.46,2022-10-02
5458,6,6,4,35.18,2023-04-08
9758,10,21,3,47.73,2023-04-20
5654,10,39,1,12.74,2022-07-17
2016,2,29,2,91.16,2023-01-19
6520,4,4,5,62.16,2023-04-15
4998,1,26,3,17.55,2022-08-26
4256,2,4,7,65.06,2022-07-09
5662,3,35,4,85.74,2022-10-23
6862,7,33,2,39.98,2022-06-20
5971,3,7,7,32.36,2022-06-30
7696,10,37,1,51.72,2022-08-01
3331,7,39,6,66.23,2022-06-28
3250,4,23,9,61.12,2022-10-24
5171,7,32,1,87.2,2023-02-18
5201,4,30,8,72.84,2022-07-02
7546,1,46,2,98.9,2023-04-15
8155,8,19,10,38.82,2022-08-10
5841,4,37,1,85.17,2022-10-27
7316,3,2,8,46.42,2022-09-26
3737,3,36,5,85.59,2022-07-08
1915,5,26,10,34.71,2022-09-07
2255,4,23,3,84.96,2023-05-22
5323,7,30,10,56.88,2023-01-17
8088,9,10,3,74.78,2022-07-17
5854,8,29,1,21.02,2022-11-10
1011,10,23,6,71.55,2022-09-10
8626,3,22,9,68.34,2022-06-29
6048,2,50,8,37.62,2022-09-16
6396,3,49,10,91.35,2022-07-12
1376,2,42,5,65.77,2023-05-23
5461,6,11,4,96.2,2023-03-22
9495,3,8,2,58.37,2022-10-04
9923,8,5,2,78.18,2023-02-01
6225,1,33,3,85.52,2022-07-22
1786,10,22,7,24.5,2023-04-28
1564,8,2,8,76.47,2023-01-25
1960,6,13,1,90.53,2022-06-29
6812,2,36,3,76.58,2022-06-01
5595,6,29,6,66.72,2023-04-12
7227,3,29,1,28.37,2022-08-04
3607,2,7,6,22.67,2023-01-31
7604,7,26,6,59.42,2023-04-15
7432,8,3,7,43.37,2023-02-23
3270,10,1,2,47.43,2022-09-17
6007,9,23,5,38.63,2023-03-20
8570,6,41,10,13.12,2022-10-02
3357,4,2,2,11.41,2022-11-04
8808,5,19,7,44.27,2023-01-29
2816,1,4,7,21.88,2023-03-22
6596,7,10,10,42.08,2022-07-03
5365,9,25,3,11.18,2023-02-06
5884,1,2,7,26.88,2023-04-12
2365,4,48,7,10.29,2022-11-07
6360,10,11,3,67.08,2022-06-10
6221,1,49,6,29.66,2023-01-23
3037,2,35,5,28.87,2022-11-05
3908,2,1,5,32.64,2022-09-16
3864,8,6,7,47.24,2023-03-31
2856,4,41,1,28.98,2022-08-20
7382,9,37,3,46.6,2022-09-11
8391,3,3,1,40.84,2022-07-18
3448,5,35,3,75.49,2022-11-26
3352,1,35,9,15.08,2022-11-19
5977,10,50,7,51.86,2023-03-26
9890,4,44,2,96.48,2023-05-29
5818,9,34,3,80.6,2023-02-09
8027,3,38,9,39.43,2022-11-02
5264,8,8,9,82.3,2023-02-21
2914,3,17,2,44.56,2022-10-31
9093,9,50,5,49.98,2023-01-10
2360,10,15,6,18.38,2022-09-09
3368,7,27,7,24.62,2023-04-07
7745,2,4,10,34.82,2022-09-14
3853,1,22,7,87.79,2022-11-16
6586,6,29,9,54.49,2022-09-07
9321,8,32,1,89.83,2023-01-03
7105,8,5,5,47.89,2022-11-15
7398,8,13,9,23.32,2022-11-10
7553,10,50,10,32.08,2022-07-08
7860,2,13,7,20.56,2022-07-08
9877,9,22,3,81.44,2022-11-15
5336,7,30,9,77.52,2022-12-20
3257,9,37,8,21.63,2022-07-19
2514,3,29,8,69.12,2022-12-09
4270,8,30,4,29.46,2022-09-01
9677,9,4,7,87.7,2022-07-24
7856,8,17,6,88.09,2023-04-23
8959,10,5,8,83.56,2022-08-23
5789,4,32,6,23.16,2023-01-29
3205,9,1,6,73.63,2023-05-31
5864,3,13,3,60.18,2022-10-26
3537,7,5,4,79.72,2022-12-13
6579,6,45,5,57.4,2022-08-14
6403,3,20,10,65.91,2022-08-01
8309,4,48,2,97.02,2023-05-22
5093,2,39,6,89.21,2023-04-21
2607,5,47,7,60.1,2022-10-11
2402,9,45,5,35.94,2022-06-25
6184,2,48,6,25.39,2023-04-20
2340,6,22,5,27.94,2023-01-28
5174,8,10,2,96.08,2022-11-30
3693,8,26,3,31.59,2022-11-25
4935,5,39,5,50.66,2023-02-09
8528,5,20,9,68.97,2022-11-13
8138,4,12,7,47.47,2023-05-30
1036,1,37,2,81.19,2023-04-21
1952,9,8,10,47.22,2022-09-11
3817,8,9,3,97.7,2022-08-23
1968,3,11,8,96.99,2023-03-20
4121,3,49,8,25.53,2022-06-30
5315,9,23,4,77.78,2023-05-04
7855,5,42,7,57.17,2022-07-05
7985,9,32,10,76.79,2022-10-14
8176,1,44,6,33.88,2023-01-16
2095,8,39,7,46.14,2023-01-05
7751,7,43,1,77.93,2022-10-10
5922,10,26,7,56.3,2023-01-04
8120,7,46,8,75.33,2023-02-22
5099,3,10,4,43.48,2023-01-02
3445,6,44,6,85.29,2022-11-23
3011,3,32,4,35.55,2022-10-26
7398,6,28,7,40.22,2022-09-03
5580,1,49,8,82.69,2022-08-05
2455,7,10,3,20.23,2023-01-26
8703,9,46,3,65.88,2022-09-28
5072,8,17,2,27.57,2023-04-23
2851,9,47,6,36.05,2022-10-27
9223,7,28,7,99.15,2023-03-28
7262,5,35,4,21.27,2022-12-11
8272,3,14,4,54.22,2022-10-31
5447,7,47,7,60.37,2022-10-09
1645,6,13,8,66.47,2023-03-12
6231,10,15,4,89.32,2022-11-12
8590,10,7,5,50.07,2023-03-24
6332,8,31,7,62.15,2022-09-10
7484,6,27,7,73.8,2022-06-29
5387,3,38,7,74.9,2022-08-06
5110,9,4,8,92.45,2022-12-27
2988,8,23,7,99.56,2022-11-16
9893,2,47,4,54.99,2022-12-23
7875,6,6,9,22.58,2023-02-07
8523,5,20,7,72.37,2022-12-05
3301,1,20,8,69.76,2023-04-07
1684,9,49,1,62.46,2023-04-02
4987,3,37,1,21.65,2022-07-20
5967,4,24,10,88.72,2022-08-25
8493,4,40,7,55.77,2022-06-28
7313,6,32,6,52.85,2023-02-21
5408,9,44,2,28.51,2023-03-13
6131,5,24,5,58.6,2023-05-22
1120,4,14,1,29.03,2023-02-03
4394,2,32,1,55.19,2022-06-08
8028,2,46,6,46.24,2023-03-02
1329,7,47,3,97.95,2023-03-05
9985,6,2,10,24.47,2023-02-21
7375,8,22,2,30.0,2023-05-06
6479,10,49,5,26.2,2023-02-04
3031,3,45,8,35.83,2022-08-08
7971,6,11,9,82.94,2022-11-01
7520,8,18,1,84.54,2022-10-13
9182,6,38,6,18.15,2023-04-22
3916,1,42,6,35.53,2023-02-10
4968,8,22,9,71.77,2023-03-07
2401,5,19,7,20.86,2023-01-01
7967,6,34,10,14.44,2022-07-26
8308,6,16,1,61.38,2023-03-04
6938,4,18,7,62.96,2022-11-27
5921,9,37,9,52.89,2022-09-22
8395,4,16,7,46.09,2022-06-10
